"Movie_name","Usernames","Date","Content","Rating"
"INSIDE OUT","james-calver","24 November 2010","I am not normally one to write reviews, but I couldn't help reading several for this film on this site that just did't seem to understand where I think the film was supposed to be coming from.The majority of the complaints I saw were that the film was 'too depressing for a children's film', but whilst I see where they are coming from in some regards, every child who I have seen watch this film (I work in a cinema) has absolutely loved it, and laughed out loud almost constantly. They are not old enough to realise the message the film is trying to convey: that life isn't all about happiness. I applaud the attempt from Pixar to make a film that is not only hilarious in places, but is also a major comment on what life is like to be a younger teenager, transitioning through one of the most important moments of life. From a more personal perspective, why should everything we show our children gloss over the reality of life, and try to make them believe everything is rosy 24/7? Again, what this film does brilliantly through the message I took away at the end was that life will never be 100% full of happiness, but that is fine. Why does it have to be? A little bit of sadness is necessary. If a person was never sad, they would be inhumane. Overall then, I suppose my review is more of a comment on the type of film we exhibit to children, and how the Nanny-state we live in looks to protect them from most of lives inevitabilities. Either way, what can't be ignored is that this film is equal parts sad, and equal parts what I am sure will become a timeless classic in years to come.","
            10/10
            "
"INSIDE OUT","SquigglyCrunch","21 August 2012","Inside Out is the hit Disney-Pixar animated movie about emotions, specifically emotions living inside a person's brain in a somewhat human form and controlling how people react to things. It's an interesting concept, and for the most part it's presented well, but there are flaws for sure. The plot is, like I already said, interesting but flawed. It bothers me that people are saying that this is an incredibly original concept despite the fact that it's been done before. It's just the most popular use of the idea, but it's not the original. The story itself, however, has a handful of really good ideas, but there are inconsistencies with it too. The disappointing part is that most of the inconsistencies are actually pointless scenes that don't add to the story but instead end up taking away from it. There aren't a lot of them, but there's enough to take away from the movie itself. Most of the inconsistencies would spoil the movie, so you'll just have to watch it to understand. Other than that the ideas are good and some are even pretty amusing. The characters are okay. I found the most interesting characters to be the parents personally, with Riley being as flat as a pancake and everyone else just not being important enough to even remember by the time the credits roll. For a movie about emotion, Riley really isn't presented in a very realistic way. Sure, at times she's good, but most of the time her character is just inconsistent. The parents were, on the other hand, much more consistent, and funnier most of the time. I think that this movie had a great beginning and a great ending, it was just the middle stuff that struggled. It's a very emotionally intense movie, especially towards the end. I felt much more into the movie at these points, and even on my third watch I got a bit emotional about the ending. The movie felt a little too short as well, but maybe that's because I've seen it so many times already. Overall Inside Out is just good. I think that I loved it so much originally (I gave it a 10/10) because of the ending. It was pretty emotional the first time, but after the second watch I started to question it. By the third watch I found inconsistencies and a handful of things that I just didn't like about the movie. Ideas and such that just weren't nearly as good as I remember. In the end I'd still certainly recommend this movie, but if you want to really love it then don't analyze it, because otherwise you'll notice the things that I did (probably).","
            7/10
            "
"INSIDE OUT","RforFilm","5 March 2011","Inside Out may be the most cartoony story Pixar has released but it is also the most complex and mature. On the one hand, the majority of it is set within the mind of an eleven year old girl and her imagination, but the movie bears in mind (no pun intended) that the human brain is a complex organ that operates on many levels and circuits. The subconscious, abstract thought, memory and emotion all had to be given a physical form for Inside Out. Like a lot of people, I trust Pixar, yet didn't think that they had the talent to pull off something as unique, but crazy as the idea intended. I like to think of my brain running like a computer with perfectly synthesized control in place that's ready to deal with the many problems of the real world as the machine is quick to place the right emotion in time. Not every emotion is correct, but with the right mindset, the solution eventually comes. Everyone thinks differently and I wouldn't have been surprised if the film's focus picked a different approach. Inside Out also presents a human mind that does run like a machine, but actually gives a personality to each emotion to run it. A girl named Riley is living happily with her family in Minnesota. Her goofy and friendly personality is thanks to the emotion that runs her the most, Joy (played by Amy Poehler). She works with the other emotions, Fear (played by Bill Hader), Anger (played by Lewis Black), Disgust (played by Mindy Kaling), and not so much with Sadness (played by Phyllis Smith) to ensure that Riley remains that happy kid she is. But as with life, every kid has to come to their first big event that begins their journey into a full human. In this case it's a move.Riley's family moves from Minnesota to San Francisco, and the emotions are having a hard time figuring out the best reaction. Joy would like to continue for Riley to stay happy, but Sadness starts to have the effect of changing past memories from happy to sad. A fight between Joy and Sadness causes them to be sent to long term memory, leaving the other emotions to run Riley. The child clearly has trouble adapting to the big city life and starts to shut herself out, even considering running away. Joy and Sadness must get back to headquarters to fix Riley, but Joy may not know what's best for everyone. Like Toy Story, Monsters Inc, Finding Nemo and Up, Inside Out is a buddy trip story that works because of it's leads. Amy Poehler and Phyllis Smith make a great time that work off of each other well. It's not just these two as all folks casted are well known comedians that are well placed in their roles. It kind of reminded me of The Lego Movie, but while that was meant to be a full comedy, Inside Out is one of the biggest emotional journeys ever put on screen.I would love to see the writing process that this movie went though as both stories (the real world and the world inside Riley) connect and play so well that either could operate on their own, but they still need each other. Riley represents that hard part of childhood when they discover that the world is such a big place that we all go through what she did; fear about what could happen to us, disgust at what we don't understand, anger when things go wrong, sadness when we are at our lowest, and joy when we finally realize that things can still go well even after all of that.I'll give this five happy memories out of five. Pixar has officially returned to form! Inside Out is the kind of movie that everyone will talk about for a long time; the kind of word of mouth that no one could ever buy; the one that kids will love the imagination from; the one that adults will find fascinating and emotional. Inside Out is a perfect movie and needs to be seen. It's not that you should consider watching this, but you NEED to see this.","
            2/10
            "
"INSIDE OUT","MuviFan73","26 November 2010","Inside out is movie about emotions. Various emotions depicted in the movie are joy, fear, disgust, anger and sadness. The movie is about a girl who grows up to 11 years of age and then faces, what we can say, her first major mental breakdown resulting in a sad core memory formation. This happens because of the reason they move from Minnesota to a new place. The dull phase of her life is gradually overcome as the movie progresses as she learns to handle emotions more nicely.A human brain consists of various parts. It's fair to say that activity in certain part is responsible for a specific emotion. The movie has portrayed it very nicely. Human brain is very complicated structure. How it works majorly remains a mystery. The work done in the movie is a great representation of available information. The movie shows how a human being matures in terms of his emotions. Its shown how the girl learns to handle multiple emotions in terms of memory.My personal favorite emotions(characters) go in order anger, fear, joy, disgust, and sadness. Anger being the most liked one. The movie is wonderful, great job done by creators. Fairly recommended.","
            1/10
            "
"INSIDE OUT","Radu_A","23 October 2010","A young girl's five emotions try to solve her identity crisis caused by moving, but when the wrong levers in brain's control center are pushed, things go awry. That synopsis made me push watching this further and further ahead to, but I loved Docter's masterpiece ""Up"" so I had to watch this in a theater while I still could. Me and my partner thought, well, not really expecting much, so it will probably be OK. But oh what a disappointment it was. OK, I admit we are not teens. And love Japanese animation. And I do not appreciate Disney because of their marketing bonanza and ill-fitting gender stereotypes. But this film is so chock-full of fantasy-killing and misguided ideological messages that I am flabbergasted. It is beyond me how so little viewers find offense with the messages, and that these are thoroughly inappropriate for kids. Like for instance: 1) You are not in control of your emotions, your emotions control you. 2) Thought and reason have no influence at all on your decisions. 3) If you do not keep your emotions in check, you will lose your memories. If you lose your memories, you will become emotionally unresponsive. 4) There is only one good emotion (joy). There are four negative ones (sadness, anger, disgust, fear). That is it. That is what everyone feels. To hell with love. Or desire. Or curiosity. Or faith. 5) In order to grow up, your joyful memories have to become sad memories. Why? Good question. That is the climax of the movie and there is no explanation why this should be the case.None of this makes any sense. The whole plot is completely incoherent. These messages hold no educational value whatsoever. And strangely this seems to be more obvious to children than to adults - I heard a boy asking his parents what any of that was supposed to mean. This is obviously made and marketed for tech-savvy young parents who think they should take their kids to something more ""challenging"" than ""Planes 2"". The parents look like what an ad exec at Disney imagines Google employees to look like - mom wears cute specs, dad a hipster beard and it is set in San Francisco on top of that. The whole thing is probably the most in-your-face marketing device posing for a movie that I have ever seen. And everybody seems to be literally buying it.Well, not everybody. Some of the reviewers here do have similar issues, so all is not lost for the human race. If you care for an alternative story about a girl away from home struggling to adapt, there is the fantastic new Ghibli feature ""When Marnie was there"". That film has everything ""Inside Out"" has not: a story, believable characters, imagination, mystery, and most importantly: heart.","
            1/10
            "
"INSIDE OUT","PipAndSqueak","24 November 2010","OK, playtime's over Pixar, now get over it. This film is so plainly a prequel – c.f. references to a 'puberty' button on the new 'emote' console in the character Rileys brain - you will fail to find anything of entertaining value for your 100 minute investment. You may harbour fond memories of Toy Story, Finding Nemo, The Incredibles and Ratatouille – all unique, funny, thrilling and entertaining. But, that is not what you will get with Inside Out. 'Joy', after all, is banished to long-term memory and can't get back in charge of the console. (Since when was a single emotion ever 'in charge' anyway?). Inside Out can be taken as a metaphor for the poor sops who work for the Disney Corporation. Yes, they started out with true optimism about the life journey they had chosen, (with Pixar). Then, all of a sudden they are 'taken over' by a less than friendly peer. To compound this, they are moved from their original 'playpen' to a new post industrial work lot. All is grim. Sadness takes hold and taints everything that is done. Even 'Joy' begins to sob with sadness and grief. Save us from this self-indulgent misery. Not only is it inappropriate as kiddie oriented movie fodder, those of us who are sentient, self-aware adults can do without this additional mock unhappiness. By the way, most human brains have a 'fat controller' who orchestrates proceedings keeping everything on an even keel – even if that is 'sadness' for a while. Riley's brain seems to be lobotomised – even before puberty has hit. Give this film a wide berth, in fact, it might be best if someone scuttles this ship before the pestilence it's carrying spreads.","
            3/10
            "
"INSIDE OUT","djangozelf-12351","29 November 2010","This still had some appeal as a trailer but sadly as a whole it felt flat pretty fast.The whole movie had a depressing effect and this became more obvious as the movie progressed.The basic story was some what ridiculous about only 5 characters controlling your brain similar to the factions in divergent(same screenplay writer perhaps?)Of the 5 characters 2 are highlighted and both of them (Joy and Sadness)are just annoying and the 3 side characters are totally forgettable.Problem here is they always react the same making it very predictable and there for equals boring.It has not been a good animation year, only the penguins worked and Minions and now this one really failed miserable.So,please ,put the fun and laughs back in these movies and stop with putting adult subjects in to kids movies. That might have worked once but at this point you're overdoing it.I think this one was rushed and not as well worked out as previous installments by pixar and I do hope they find they're way again and return to the classics we all know and love.Re-animate.","
            8/10
            "
"INSIDE OUT","michaelRokeefe","11 January 2012","INSIDE OUT is a colorful animated feature that I doubt if Disney and Pixar realize is probably too complex for the viewers they intend to reach. Riley(Kaitlyn Dias)is an 11 year old girl, who is really upset with her mom(Diane Lane)and dad's(Kyle MacLachlan)decision to uproot and move the family to San Francisco. Riley is separated from her friends and is just not so happy with dealing with a new house, school and city. She would rather be back in Minnesota playing hockey.Most of the film takes place inside Riley's young brain where she must deal with five emotions that dwell in Headquarters; there is Joy(Amy Poehler), Sadness(Phyllis Smith), Anger(Louis Black), Disgust(Mindy Kailing) and Fear(Bill Hader)that jostle to and fro trying to dominate control. Joy tends to be Riley's most important emotion trying to anchor her within a positive attitude.Other actors lending their voices: Richard Kind, Bobby Moynihan, Dave Goetz, Frank Oz, John Cooley and Paula Pell.","
            9/10
            "
"INSIDE OUT","Theraxorterminate","24 November 2010","(WARNING THERE COULD BE SOME BRIEF SPOILERS!)Okay seriously you guys what has been going on with IMDb lately? Has it been hacked for real? Or is there some sort of ""Hate-group of Movies"" that helps the negative reviews to be read just so we won't watch this movie? Before I was able to see this movie I refused to read any reviews here especially the negatives. And I can honestly say that I am extremely baffled to see how many negative reviews around here is on the top of usefulness! Was this movie seriously that bad? Is this really PIXAR's worst movie out there? And my answer to that is simply: No not at all! And I will tell why this isn't a bad movie.Now I don't want any rant here as much as everyone else don't and I know most people hate ""defenders"" of certain movies but you know what I might as well be going to perform both of those things right now just so you get the idea why ""Inside Out"" isn't a bad movie.First I do have a question to those who didn't like this movie: Have you totally forgotten how good a PIXAR movie usually presents? Yes I know it's been a long time since we had a remotely good Pixar movie, I wasn't impressed of Cars 2 and I despised Brave too (and I still think today it's an awful movie that didn't deserve its Oscar) although I didn't dislike Monsters University as much everyone else did but true it could have been better. And now 2 years without a Pixar movie we finally got to see their next feature ""Inside Out"" and I can honestly tell everyone that this is not only the best Pixar movie since Toy Story 3 it's also their most ""personal"" movie so far.Now as much as I love watching Disney movies from WDAS I still love watching Pixar movies for their own unique presentations. Ever since ""Ratatouille"" they've had such unique ways for presenting unusual storytelling with the characters and the stories but still manage to be beautiful, likable and well-crafted without even messing up with annoying corny humor that ruins the important moments. And for a long time it finally got that craft after watching this movie and it also returned my love for Pixar again.Now I do not want to go with deeper details about the characters since I think now most know how these characters was presented, but if I'd like to talk about something a little different I would love to ask again to those who didn't like the film about the ""perfect"" girl Riley. Could you at least describe what's so ""perfect"" about Riley. And what did you else expect? A poor or rich girl? Or a stereotype? Riley's a fine character and I was happy to see how Pixar managed to create their own girl without ever putting in stereotypical appearances for her and that's a plus. She isn't extremely girly or a spoiled brat either and to me she's one of the most original characters Pixar have created. Though I do wished we could have gotten a little more screen time with her.I won't spoil the message but it is another big thing Pixar has given us this year. And I can tell that I was really worried if there ever were going to be a ""good"" message in this movie, and yet it does. I honestly can't see what makes it ""too dark"" for the children to understand it and as I said before this really is PIXAR's most personal movie so far and I'm not lying about this, I felt how a little tear from me wanted to get out when the movie was almost over. I think this year could be their most important message they've delivered us and I am very thankful to Pixar for showing us that. Oh and also the humor in the movie, did I tell you how enjoyable the humor in the movie was? I almost couldn't breathe in some parts and yes it was that funny it had a good balance of their usual Pixar humor with some very witty small jokes that appeared at times. Comedy movies have really disappointed me for the past years but I really had a great time with ""Inside Out"" I'd even dare to say this movie is even funnier than most newer comedy movies.One last but not least thing to say: I really had a good time watching Inside Out and the audience loved it too and at the very end of the movie (it's not always this usual for my home country and this was no exception) everyone applauded and so did I and I frankly believe it deserves the credit it receives. And I'm just going to go ahead and say that I think it should be about time that an animated movie should win for Best Picture next year. No I'm 100% serious about this and I wouldn't be surprised at all it would make me very proud of the Oscars to pick this one as the winner. And hopefully can finally change the minds of millions of people who still believes that animated movies are just for children, and hopefully it ends soon when they see Inside Out.","
            5/10
            "
"INSIDE OUT","Sleepin_Dragon","5 January 2011","We meet Riley, a young girl growing up. We see the film through the characters of her emotions Joy, Sadness, Disgust, Anger and Fear. They work in HQ and operate Riley's state of mind. When Riley turns eleven her parents move her away to San Francisco, her life changes massively, Joy no longer having the influence she used to is temporarily lost along with Sadness, leaving Riley's start to school overseen by Disgust, Anger and Fear. The two have to find a way back to restore Riley's happiness. Along the journey Joy begins to see the benefit of Sadness. It's made all the more urgent that Joy gets back to HQ when she overhears Anger has decided that Riley will run away.I've heard so many good things about Inside Out, I had to watch it, even thought it's not the usual movie I go for.A cliché I know, but there truly is something in this movie for everyone. It's bright, colourful and full of life on every level, you'd need to be made of stone not to enjoy it.Pixar know exactly what they're doing, they make us laugh and well up, it's a great film, so imaginative. The last animation I saw that made an impact was Up, this did exactly the same. Joy's sadness was very sad, as was poor Bing Bong.Amy Poehler's voicing of Joy is spot on, talk about a happy, positive voice.It's a top notch film. A BIG 9/10","
            1/10
            "
"INSIDE OUT","CubsandCulture","6 December 2010","This film is very frustrating because it is so close to being a wonderful experience that ranks among the very best Pixar. But the concept is just not suited to a longer narrative film-especially one that is intended to be a bittersweet comedy. The emotion-people are driving around us people-people is a funny, striking concept. The film flashes brilliance repeatedly by using this concept logically. Lewis Black as Anger is some of the best casting of all time. But alas the film doesn't work. I believe the following three conceptual problems are what do the film in.First Riley is not a real character in the film because Riley is not the seat of consciousness-Joy is. (This is true for all human ""characters"" and their dominate emotions.) This means that the story of Riley adjusting to moving to San Francisco rings entirely hollow because Riley is a mere automaton. She feels *nothing* only her emotion-people do. (The film's conception of how emotions work is *really* hard to work out the details.)Second, Joy and the other emotion-people are basically stuck in whatever emotion they are or cause. I.e. Joy is joyful, Fear is fearful, etc. This ends up causing two problems: the characters can be annoying because conceptually they are stuck in a single mode. Joy-being the main character-suffers the most from this. She is too chirper and it is grating. People might differ on this and find say Sadness too morose. Second, the emotion-people should not be able to feel emotions besides they one they are. Joy is Joyful and she should be unable to feel anything else at all.This brings me to the third conceptual problem. The film cheats on the last point and allows the emotion-people to have emotions besides the one they are. Joy for example *feels* sadness. This is because drama requires characters to change through time-this is why I think the concept is better suited to a short. However, this utterly undermines the explanation of where emotions come from that is the basis of the film. Either Joy herself has five emotions in *her* head to control *her* emotions or the emotion-people feel emotions as brute fact. In either case it does not work as an explanation; you either get an infinite regressions (it's emotions in heads all the down!) or there is no explanation for the emotion-people emotions beyond brute fact but in that case why no simply say humans feel as brute fact?The last point might seem like I am taking the film too literally. Perhaps I am but even as metaphor I find the conceptual problems to much to stomach. I simply cannot suspend my disbelief and go with the film. It is more perplexing and ill-considered the more you look at it.","
            3/10
            "
"INSIDE OUT","Stephan_fr","14 January 2011","Love them or hate them, Disney movies have always had one thing in common: they tried to transport you into a magical world populated with interesting, colorful characters.""Inside Out' foregoes that tradition and seems to be trying to explain basic principles of psychology to young audiences. The result is a mess: not only is it not 'fun', it's also constantly shoehorning painful exposition mechanism by having characters explain what's on screen.I just don't see kids below 10 enjoying this in the least. And as an adult, there are better ways to learn about psychology than watching an animated film.Utterly bizarre.","
            9/10
            "
